CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1260,126828919,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,39,602162,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,69,473806,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,266,18699296,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,53,1836412,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1189,167885849,Wine,FALSE
7,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1494,577077931,Wine,FALSE
8,2013,1-Production,0-Category Total,1-Production,661,55386397,Wine,FALSE
8,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1194,50381145,Wine,FALSE
8,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1194,50381145,Wine,FALSE
8,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,629,10291196,Wine,FALSE
8,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,148,8863178,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1639,733173337,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1639,733173337,Wine,FALSE
8,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1749,1749,Wine,FALSE
8,2013,1-Production,1-Production,1-Low Alcohol %,604,49206819,Wine,FALSE
8,2013,1-Production,1-Production,2-Medium and High Alcohol %,412,2420270,Wine,FALSE
8,2013,1-Production,1-Production,4-Artificially Carbonated Wine,7,9077,Wine,FALSE
8,2013,1-Production,1-Production,5-Sparkling Wine,24,3047887,Wine,FALSE
8,2013,1-Production,1-Production,6-Hard Cider,23,702343,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1025,41323025,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,808,4493637,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,58,54393,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,202,1495023,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,44,3015067,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1173,47888476,Wine,FALSE
8,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,69,2492669,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,555,9037562,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,367,998193,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,91,207237,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,20,48204,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,135,5321802,Wine,FALSE
8,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,3541376,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1452,590549270,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1255,118178322,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,42,1368103,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,67,546032,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,266,19920425,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,54,2611186,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1187,178300084,Wine,FALSE
8,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1480,554873253,Wine,FALSE
9,2013,1-Production,0-Category Total,1-Production,1131,191897463,Wine,FALSE
9,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1989,54730382,Wine,FALSE
9,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1989,54730382,Wine,FALSE
9,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,950,10975938,Wine,FALSE
9,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,157,9080620,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,2773,864014727,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2773,864014727,Wine,FALSE
9,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,3009,3009,Wine,FALSE
9,2013,1-Production,1-Production,1-Low Alcohol %,991,173959460,Wine,FALSE
9,2013,1-Production,1-Production,2-Medium and High Alcohol %,565,15071513,Wine,FALSE
9,2013,1-Production,1-Production,4-Artificially Carbonated Wine,10,79254,Wine,FALSE
9,2013,1-Production,1-Production,5-Sparkling Wine,38,2269192,Wine,FALSE
9,2013,1-Production,1-Production,6-Hard Cider,33,518044,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1639,44953467,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,1362,5139603,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,84,107679,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,266,1977448,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,56,2552185,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1959,51398690,Wine,FALSE
9,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,98,3331691,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,797,9806784,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,562,926033,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,127,183993,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,25,59128,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,144,5399343,Wine,FALSE
9,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,23,3681278,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,2339,709151486,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,2122,131679749,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,52,867837,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,85,519433,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,342,19911623,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,81,1884600,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1819,186979371,Wine,FALSE
9,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2536,677035356,Wine,FALSE
10,2013,1-Production,0-Category Total,1-Production,817,202086912,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1069,62350266,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1069,62350266,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,587,12093693,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,128,9946494,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1665,973182698,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1665,973182698,Wine,FALSE
10,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1780,1780,Wine,FALSE
10,2013,1-Production,1-Production,1-Low Alcohol %,704,174423124,Wine,FALSE
10,2013,1-Production,1-Production,2-Medium and High Alcohol %,414,23958785,Wine,FALSE
10,2013,1-Production,1-Production,4-Artificially Carbonated Wine,4,2537,Wine,FALSE
10,2013,1-Production,1-Production,5-Sparkling Wine,23,3321822,Wine,FALSE
10,2013,1-Production,1-Production,6-Hard Cider,24,380644,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,931,51187748,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,711,4543256,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,55,133900,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,191,2939930,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,39,3545432,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1049,58304862,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,60,4045404,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,523,10548033,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,314,1284028,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
10,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,118,5996157,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,3950337,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1473,803798975,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1254,146547275,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,1018948,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,68,471263,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,264,19374072,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,53,1972166,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1171,176117789,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1501,797064909,Wine,FALSE
11,2013,1-Production,0-Category Total,1-Production,867,129225916,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1077,57096614,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1077,57096614,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,575,9617775,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,143,7821240,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1651,1033457778,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1651,1033457778,Wine,FALSE
11,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1765,1765,Wine,FALSE
11,2013,1-Production,1-Production,1-Low Alcohol %,741,101112143,Wine,FALSE
11,2013,1-Production,1-Production,2-Medium and High Alcohol %,465,26085334,Wine,FALSE
11,2013,1-Production,1-Production,4-Artificially Carbonated Wine,9,7621,Wine,FALSE
11,2013,1-Production,1-Production,5-Sparkling Wine,18,1622349,Wine,FALSE
11,2013,1-Production,1-Production,6-Hard Cider,26,398469,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,943,46627680,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,708,4110395,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,63,133030,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,200,3587432,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,40,2638077,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1056,54819743,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,66,2276872,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,511,8539032,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,314,865830,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,96,181302,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,22,31611,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,133,5280926,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,16,2540314,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1470,840413466,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1259,173569438,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,39,389250,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,73,368998,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,272,17329673,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,57,1386954,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1150,163712401,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1502,869745377,Wine,FALSE
12,2013,1-Production,0-Category Total,1-Production,4837,141992378,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,4672,61517117,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,4672,61517117,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,2833,9126823,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,202,7371709,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,6004,1130289191,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,6004,1130289191,Wine,FALSE
12,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,6606,6606,Wine,FALSE
12,2013,1-Production,1-Production,1-Low Alcohol %,3937,86565844,Wine,FALSE
12,2013,1-Production,1-Production,2-Medium and High Alcohol %,2424,52952548,Wine,FALSE
12,2013,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
12,2013,1-Production,1-Production,5-Sparkling Wine,,,Wine,TRUE
12,2013,1-Production,1-Production,6-Hard Cider,159,1343659,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,4014,49293161,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,2606,6148724,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,145,156917,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,381,2614732,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,173,3303582,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,4588,59745498,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,276,1771619,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2473,8035686,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,1333,881011,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,215,169790,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,88,40335,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,183,4347803,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,28,3023906,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,5153,879033646,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,3783,232550995,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,63,547279,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,126,289284,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,468,14841720,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,200,3026267,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,3836,160151186,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,5553,970138005,Wine,FALSE
1,2014,1-Production,0-Category Total,1-Production,782,57227835,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1112,49282663,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1112,49282663,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,581,10195216,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,122,9101759,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1687,1090503057,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1687,1090503057,Wine,FALSE
1,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1808,1808,Wine,FALSE
1,2014,1-Production,1-Production,1-Low Alcohol %,648,35126609,Wine,FALSE
1,2014,1-Production,1-Production,2-Medium and High Alcohol %,492,18603980,Wine,FALSE
1,2014,1-Production,1-Production,4-Artificially Carbonated Wine,5,5489,Wine,FALSE
1,2014,1-Production,1-Production,5-Sparkling Wine,18,2173804,Wine,FALSE
1,2014,1-Production,1-Production,6-Hard Cider,23,1317953,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,981,40998814,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,714,3518097,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,56551,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,187,1444182,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,41,3265019,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1098,46540948,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,57,2741715,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,517,9469576,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,318,582936,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,90,133691,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,22,9012,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,114,4929807,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,17,4171951,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1498,838385654,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1281,232201600,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,1656921,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,72,298033,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,271,15103095,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,51,2857753,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1170,155176587,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1550,935326471,Wine,FALSE
2,2014,1-Production,0-Category Total,1-Production,680,34945281,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1144,51868771,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1144,51868771,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,599,10565655,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,138,9075654,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1675,1060618271,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1675,1060618271,Wine,FALSE
2,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1782,1782,Wine,FALSE
2,2014,1-Production,1-Production,1-Low Alcohol %,587,21828043,Wine,FALSE
2,2014,1-Production,1-Production,2-Medium and High Alcohol %,417,9091734,Wine,FALSE
2,2014,1-Production,1-Production,4-Artificially Carbonated Wine,5,1755,Wine,FALSE
2,2014,1-Production,1-Production,5-Sparkling Wine,17,1527591,Wine,FALSE
2,2014,1-Production,1-Production,6-Hard Cider,25,2496158,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,976,42711608,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,748,3754945,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,55655,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,185,1192663,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,48,4153900,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1122,48718115,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,69,3150656,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,522,8984545,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,326,1312995,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,85,246597,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,20,21517,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,123,5040640,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,24,4035014,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1486,808884814,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1277,231714599,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,806493,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,72,399133,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,265,15260594,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,56,3552638,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1174,155413855,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1536,905204416,Wine,FALSE
3,2014,1-Production,0-Category Total,1-Production,1188,27591127,Wine,FALSE
3,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2123,57728914,Wine,FALSE
